BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
GWD 21470,Girth Weld,,107829.21,65.31,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1620.85,AGM 38,1080.00,65.39,65.31,51.67,65.39,65.31,21470,65.35,65.53,33.8876626,-118.0966409,71.00,
GWD 21480,Girth Weld,,107894.51,65.35,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1686.15,AGM 38,1014.70,65.31,65.35,65.39,65.31,65.35,21480,65.53,65.38,33.8876613,-118.0968544,70.39,
GWD 21490,Girth Weld,,107959.87,65.53,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1751.51,AGM 38,949.34,65.35,65.53,65.31,65.35,65.53,21490,65.38,65.33,33.8876596,-118.0970681,70.82,
GWD 21500,Girth Weld,,108025.39,65.38,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1817.03,AGM 38,883.82,65.53,65.38,65.35,65.53,65.38,21500,65.33,1.01,33.8876593,-118.0972823,72.39,
GWD 21510,Girth Weld,,108090.77,65.33,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1882.41,AGM 38,818.44,65.38,65.33,65.53,65.38,65.33,21510,1.01,3.29,33.8876581,-118.0974960,71.51,
GWD 21520,Girth Weld,,108156.10,1.01,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1947.74,AGM 38,753.11,65.33,1.01,65.38,65.33,1.01,21520,3.29,15.13,33.8876581,-118.0977093,74.23,
GWD 21530,Girth Weld,,108157.11,3.29,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1948.75,AGM 38,752.10,1.01,3.29,65.33,1.01,3.29,21530,15.13,17.34,33.8876582,-118.0977126,74.25,
GWD 21540,Girth Weld,,108160.40,15.13,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,1952.04,AGM 38,748.81,3.29,15.13,1.01,3.29,15.13,21540,17.34,35.02,33.8876584,-118.0977234,74.31,
GWD 21550,Girth Weld,,108175.53,17.34,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1967.17,AGM 38,733.69,15.13,17.34,3.29,15.13,17.34,21550,35.02,38.04,33.8876598,-118.0977728,74.49,
GWD 21560,Girth Weld,,108192.87,35.02,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,1984.51,AGM 38,716.34,17.34,35.02,15.13,17.34,35.02,21560,38.04,38.94,33.8876619,-118.0978295,74.47,
GWD 21570,Girth Weld,,108227.89,38.04,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2019.53,AGM 38,681.32,35.02,38.04,17.34,35.02,38.04,21570,38.94,38.21,33.8876660,-118.0979439,74.21,
GWD 21580,Girth Weld,,108265.94,38.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2057.58,AGM 38,643.27,38.04,38.94,35.02,38.04,38.94,21580,38.21,38.39,33.8876682,-118.0980683,74.37,
GWD 21590,Girth Weld,,108304.88,38.21,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2096.52,AGM 38,604.34,38.94,38.21,38.04,38.94,38.21,21590,38.39,38.34,33.8876682,-118.0981956,74.63,
GWD 21600,Girth Weld,,108343.08,38.39,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2134.72,AGM 38,566.13,38.21,38.39,38.94,38.21,38.39,21600,38.34,38.99,33.8876676,-118.0983205,75.00,
GWD 21610,Girth Weld,,108381.47,38.34,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2173.11,AGM 38,527.74,38.39,38.34,38.21,38.39,38.34,21610,38.99,37.27,33.8876671,-118.0984460,75.06,
GWD 21620,Girth Weld,,108419.81,38.99,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2211.45,AGM 38,489.40,38.34,38.99,38.39,38.34,38.99,21620,37.27,36.74,33.8876667,-118.0985714,75.06,
GWD 21630,Girth Weld,,108458.80,37.27,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2250.44,AGM 38,450.41,38.99,37.27,38.34,38.99,37.27,21630,36.74,38.69,33.8876663,-118.0986989,74.66,
GWD 21640,Girth Weld,,108496.07,36.74,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2287.71,AGM 38,413.14,37.27,36.74,38.99,37.27,36.74,21640,38.69,38.45,33.8876659,-118.0988208,74.53,
GWD 21650,Girth Weld,,108532.81,38.69,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2324.45,AGM 38,376.40,36.74,38.69,37.27,36.74,38.69,21650,38.45,36.82,33.8876657,-118.0989409,74.86,
GWD 21660,Girth Weld,,108571.50,38.45,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2363.14,AGM 38,337.71,38.69,38.45,36.74,38.69,38.45,21660,36.82,32.80,33.8876654,-118.0990674,75.38,
GWD 21670,Girth Weld,,108609.95,36.82,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2401.59,AGM 38,299.26,38.45,36.82,38.69,38.45,36.82,21670,32.80,38.19,33.8876642,-118.0991931,75.24,
GWD 21680,Girth Weld,,108646.76,32.80,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2438.41,AGM 38,262.45,36.82,32.80,38.45,36.82,32.80,21680,38.19,43.57,33.8876627,-118.0993135,75.17,
GWD 21690,Girth Weld,,108679.57,38.19,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2471.21,AGM 38,229.65,32.80,38.19,36.82,32.80,38.19,21690,43.57,34.09,33.8876619,-118.0994208,74.54,
GWD 21700,Girth Weld,,108717.76,43.57,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2509.40,AGM 38,191.46,38.19,43.57,32.80,38.19,43.57,21700,34.09,0.98,33.8876598,-118.0995456,74.54,
GWD 21710,Girth Weld,,108761.33,34.09,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2552.97,AGM 38,147.89,43.57,34.09,38.19,43.57,34.09,21710,0.98,41.84,33.8876566,-118.0996880,74.41,
GWD 21720,Girth Weld,,108795.42,0.98,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 37,2587.06,AGM 38,113.79,34.09,0.98,43.57,34.09,0.98,21720,41.84,41.00,33.8876542,-118.0997995,74.11,
GWD 21730,Girth Weld,,108796.40,41.84,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,2588.04,AGM 38,112.82,0.98,41.84,34.09,0.98,41.84,21730,41.00,42.76,33.8876541,-118.0998027,74.10,Estimated WT 0.203
GWD 21740,Girth Weld,,108838.24,41.00,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,2629.88,AGM 38,70.97,41.84,41.00,0.98,41.84,41.00,21740,42.76,42.24,33.8876534,-118.0999395,73.64,
GWD 21750,Girth Weld,,108879.24,29.97,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,2670.88,AGM 38,29.97,41.00,42.76,41.84,41.00,42.76,21750,42.24,42.23,33.8876528,-118.1000736,73.78,
AGM 6,Above Ground Marker,,108909.21,12.79,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 37,2700.85,Valve 203,2816.06,29.97,12.79,41.84,41.00,42.76,21750,42.24,42.23,33.8876500,-118.1001715,73.58,AGM 38 4' South of Curb - Located in Alondra BLVD
GWD 21760,Girth Weld,,108922.00,42.24,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,12.79,Valve 203,2803.27,42.76,42.24,41.00,42.76,42.24,21760,42.23,40.98,33.8876489,-118.1002134,73.47,
GWD 21770,Girth Weld,,108964.24,42.23,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,55.03,Valve 203,2761.03,42.24,42.23,42.76,42.24,42.23,21770,40.98,42.22,33.8876464,-118.1003518,73.48,
GWD 21780,Girth Weld,,109006.48,40.98,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,97.26,Valve 203,2718.80,42.23,40.98,42.24,42.23,40.98,21780,42.22,41.35,33.8876458,-118.1004903,73.49,
GWD 21790,Girth Weld,,109047.45,42.22,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,138.24,Valve 203,2677.82,40.98,42.22,42.23,40.98,42.22,21790,41.35,42.62,33.8876458,-118.1006246,73.70,
GWD 21800,Girth Weld,,109089.68,41.35,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,180.47,Valve 203,2635.60,42.22,41.35,40.98,42.22,41.35,21800,42.62,42.27,33.8876439,-118.1007629,73.49,
GWD 21810,Girth Weld,,109131.02,42.62,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,221.81,Valve 203,2594.25,41.35,42.62,42.22,41.35,42.62,21810,42.27,65.52,33.8876441,-118.1008985,73.63,
GWD 21820,Girth Weld,,109173.64,42.27,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,264.43,Valve 203,2551.63,42.62,42.27,41.35,42.62,42.27,21820,65.52,62.38,33.8876446,-118.1010381,73.60,
GWD 21830,Girth Weld,,109215.91,65.52,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,306.70,Valve 203,2509.37,42.27,65.52,42.62,42.27,65.52,21830,62.38,65.50,33.8876448,-118.1011767,73.96,
GWD 21840,Girth Weld,,109281.43,62.38,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,372.22,Valve 203,2443.85,65.52,62.38,42.27,65.52,62.38,21840,65.50,65.46,33.8876447,-118.1013914,74.06,
GWD 21850,Girth Weld,,109343.81,65.50,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,434.60,Valve 203,2381.46,62.38,65.50,65.52,62.38,65.50,21850,65.46,65.50,33.8876440,-118.1015959,74.18,
GWD 21860,Girth Weld,,109409.31,65.46,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,500.10,Valve 203,2315.96,65.50,65.46,62.38,65.50,65.46,21860,65.50,65.47,33.8876447,-118.1018105,74.21,
GWD 21870,Girth Weld,,109474.77,65.50,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,565.56,Valve 203,2250.51,65.46,65.50,65.50,65.46,65.50,21870,65.47,22.88,33.8876435,-118.1020251,74.53,
GWD 21880,Girth Weld,,109540.27,65.47,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,631.06,Valve 203,2185.01,65.50,65.47,65.46,65.50,65.47,21880,22.88,39.36,33.8876421,-118.1022397,74.52,
GWD 21890,Girth Weld,,109605.74,22.88,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,696.53,Valve 203,2119.53,65.47,22.88,65.50,65.47,22.88,21890,39.36,38.81,33.8876422,-118.1024543,74.53,
GWD 21900,Girth Weld,,109628.62,39.36,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,719.41,Valve 203,2096.65,22.88,39.36,65.47,22.88,39.36,21900,38.81,48.54,33.8876432,-118.1025293,74.09,
GWD 21910,Girth Weld,,109667.98,38.81,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,758.77,Valve 203,2057.29,39.36,38.81,22.88,39.36,38.81,21910,48.54,48.66,33.8876443,-118.1026583,74.11,
GWD 21920,Girth Weld,,109706.79,48.54,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,797.58,Valve 203,2018.48,38.81,48.54,39.36,38.81,48.54,21920,48.66,48.44,33.8876457,-118.1027854,75.09,
GWD 21930,Girth Weld,,109755.33,48.66,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,846.12,Valve 203,1969.95,48.54,48.66,38.81,48.54,48.66,21930,48.44,48.66,33.8876466,-118.1029445,75.31,
GWD 21940,Girth Weld,,109803.99,48.44,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,894.78,Valve 203,1921.28,48.66,48.44,48.54,48.66,48.44,21940,48.66,48.66,33.8876470,-118.1031040,75.26,
GWD 21950,Girth Weld,,109852.43,48.66,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,943.22,Valve 203,1872.84,48.44,48.66,48.66,48.44,48.66,21950,48.66,13.86,33.8876474,-118.1032627,75.48,
GWD 21960,Girth Weld,,109901.10,48.66,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,991.88,Valve 203,1824.18,48.66,48.66,48.44,48.66,48.66,21960,13.86,47.93,33.8876477,-118.1034223,75.42,
GWD 21970,Girth Weld,,109949.76,13.86,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1040.54,Valve 203,1775.52,48.66,13.86,48.66,48.66,13.86,21970,47.93,47.30,33.8876478,-118.1035817,75.27,
GWD 21980,Girth Weld,,109963.62,47.93,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1054.41,Valve 203,1761.66,13.86,47.93,48.66,13.86,47.93,21980,47.30,48.64,33.8876472,-118.1036272,75.14,
GWD 21990,Girth Weld,,110011.55,47.30,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1102.34,Valve 203,1713.73,47.93,47.30,13.86,47.93,47.30,21990,48.64,47.73,33.8876448,-118.1037842,75.03,
GWD 22000,Girth Weld,,110058.85,48.64,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1149.64,Valve 203,1666.42,47.30,48.64,47.93,47.30,48.64,22000,47.73,26.07,33.8876412,-118.1039392,74.74,
GWD 22010,Girth Weld,,110107.49,47.73,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1198.27,Valve 203,1617.79,48.64,47.73,47.30,48.64,47.73,22010,26.07,6.05,33.8876387,-118.1040986,74.27,
GWD 22020,Girth Weld,,110155.22,26.07,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1246.00,Valve 203,1570.06,47.73,26.07,48.64,47.73,26.07,22020,6.05,1.52,33.8876386,-118.1042550,74.60,
GWD 22030,Girth Weld,,110181.28,6.05,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1272.07,Valve 203,1543.99,26.07,6.05,47.73,26.07,6.05,22030,1.52,0.50,33.8876405,-118.1043404,74.86,
GWD 22040,Girth Weld,,110187.34,0.32,0.219,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1278.12,Valve 203,1537.94,6.05,1.52,26.07,6.05,1.52,22040,0.50,1.52,33.8876414,-118.1043602,74.98,
BND 170,Bend,,110187.65,1.20,0.219,35000,ERW,8.625,680,,,18.228,,,,,,,,AGM 38,1278.44,Valve 203,1537.62,0.32,1.20,26.07,6.05,1.52,22040,0.50,1.52,33.8876414,-118.1043612,75.05,3.0D 47.2 deg left turn sag bend
GWD 22050,Girth Weld,,110188.86,0.50,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1279.64,Valve 203,1536.42,1.52,0.50,6.05,1.52,0.50,22050,1.52,0.76,33.8876412,-118.1043643,75.75,
GWD 22060,Girth Weld,,110189.36,0.65,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1280.14,Valve 203,1535.92,0.50,1.52,1.52,0.50,1.52,22060,0.76,43.22,33.8876410,-118.1043656,76.07,
BND 171,Bend,,110190.01,0.87,0.280,35000,SMLS,8.625,680,,,18.228,,,,,,,,AGM 38,1280.79,Valve 203,1535.27,0.65,0.87,1.52,0.50,1.52,22060,0.76,43.22,33.8876409,-118.1043674,76.38,3.0D 41.8 deg right turn over bend
GWD 22070,Girth Weld,,110190.88,0.76,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1281.66,Valve 203,1534.40,1.52,0.76,0.50,1.52,0.76,22070,43.22,42.94,33.8876410,-118.1043702,76.57,
GWD 22080,Girth Weld,,110191.64,43.22,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1282.43,Valve 203,1533.64,0.76,43.22,1.52,0.76,43.22,22080,42.94,22.81,33.8876411,-118.1043727,76.61,
GWD 22090,Girth Weld,,110234.86,42.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1325.65,Valve 203,1490.42,43.22,42.94,0.76,43.22,42.94,22090,22.81,43.50,33.8876476,-118.1045141,76.81,
GWD 22100,Girth Weld,,110277.80,22.81,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1368.58,Valve 203,1447.48,42.94,22.81,43.22,42.94,22.81,22100,43.50,42.90,33.8876550,-118.1046546,76.85,
GWD 22110,Girth Weld,,110300.60,43.50,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1391.39,Valve 203,1424.67,22.81,43.50,42.94,22.81,43.50,22110,42.90,42.47,33.8876596,-118.1047291,76.96,
GWD 22120,Girth Weld,,110344.10,42.90,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1434.89,Valve 203,1381.17,43.50,42.90,22.81,43.50,42.90,22120,42.47,43.78,33.8876689,-118.1048713,77.01,
GWD 22130,Girth Weld,,110387.00,42.47,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1477.79,Valve 203,1338.28,42.90,42.47,43.50,42.90,42.47,22130,43.78,23.97,33.8876790,-118.1050113,76.55,
GWD 22140,Girth Weld,,110429.47,43.78,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1520.26,Valve 203,1295.81,42.47,43.78,42.90,42.47,43.78,22140,23.97,7.22,33.8876894,-118.1051500,75.96,
GWD 22150,Girth Weld,,110473.25,23.97,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,1564.04,Valve 203,1252.03,43.78,23.97,42.47,43.78,23.97,22150,7.22,11.53,33.8877004,-118.1052929,76.17,
GWD 22160,Girth Weld,,110497.22,7.22,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1588.01,Valve 203,1228.05,23.97,7.22,43.78,23.97,7.22,22160,11.53,9.78,33.8877065,-118.1053711,75.90,
GWD 22170,Girth Weld,,110504.44,3.42,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1595.23,Valve 203,1220.83,7.22,11.53,23.97,7.22,11.53,22170,9.78,42.74,33.8877068,-118.1053946,75.82,
BND 172,Bend,,110507.86,8.11,0.280,35000,SMLS,8.625,680,,,199.339,,,,,,,,AGM 38,1598.65,Valve 203,1217.42,3.42,8.11,23.97,7.22,11.53,22170,9.78,42.74,33.8877046,-118.1054055,75.78,23.0D 50.7 deg left turn bend
GWD 22180,Girth Weld,,110515.97,9.78,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1606.76,Valve 203,1209.31,11.53,9.78,7.22,11.53,9.78,22180,42.74,8.06,33.8876931,-118.1054280,75.70,
GWD 22190,Girth Weld,,110525.75,42.74,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1616.54,Valve 203,1199.52,9.78,42.74,11.53,9.78,42.74,22190,8.06,0.78,33.8876742,-118.1054507,75.60,
GWD 22200,Girth Weld,,110568.49,7.94,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1659.28,Valve 203,1156.78,42.74,8.06,9.78,42.74,8.06,22200,0.78,1.11,33.8875924,-118.1055507,74.91,
BND 173,Bend,,110576.43,0.13,0.280,35000,SMLS,8.625,680,,,9.370,,,,,,,,AGM 38,1667.22,Valve 203,1148.85,7.94,0.13,9.78,42.74,8.06,22200,0.78,1.11,33.8875771,-118.1055690,74.87,3.0D 56.8 deg sag bend
GWD 22210,Girth Weld,,110576.56,0.78,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1667.35,Valve 203,1148.72,8.06,0.78,42.74,8.06,0.78,22210,1.11,0.60,33.8875769,-118.1055693,74.93,
GWD 22220,Girth Weld,,110577.34,1.11,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1668.13,Valve 203,1147.94,0.78,1.11,8.06,0.78,1.11,22220,0.60,0.52,33.8875757,-118.1055707,75.41,
GWD 22230,Girth Weld,,110578.45,0.52,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1669.24,Valve 203,1146.83,1.11,0.60,0.78,1.11,0.60,22230,0.52,25.36,33.8875743,-118.1055725,76.23,
BND 174,Bend,,110578.97,0.07,0.280,35000,SMLS,8.625,680,,,11.811,,,,,,,,AGM 38,1669.76,Valve 203,1146.30,0.52,0.07,0.78,1.11,0.60,22230,0.52,25.36,33.8875734,-118.1055735,76.49,3.0D 50.8 deg over bend
GWD 22240,Girth Weld,,110579.05,0.52,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1669.83,Valve 203,1146.23,0.60,0.52,1.11,0.60,0.52,22240,25.36,0.94,33.8875733,-118.1055737,76.52,
GWD 22250,Girth Weld,,110579.56,25.36,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1670.35,Valve 203,1145.71,0.52,25.36,0.60,0.52,25.36,22250,0.94,0.98,33.8875723,-118.1055748,76.63,
GWD 22260,Girth Weld,,110604.93,0.34,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1695.72,Valve 203,1120.35,25.36,0.94,0.52,25.36,0.94,22260,0.98,0.73,33.8875229,-118.1056332,76.77,
BND 175,Bend,,110605.27,0.60,0.280,35000,SMLS,8.625,680,,,11.299,,,,,,,,AGM 38,1696.06,Valve 203,1120.01,0.34,0.60,0.52,25.36,0.94,22260,0.98,0.73,33.8875223,-118.1056339,76.68,1.5D 56.3 deg over bend
GWD 22270,Girth Weld,,110605.87,0.98,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1696.66,Valve 203,1119.41,0.94,0.98,25.36,0.94,0.98,22270,0.73,0.73,33.8875213,-118.1056351,76.37,
GWD 22280,Girth Weld,,110606.85,0.73,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1697.64,Valve 203,1118.42,0.98,0.73,0.94,0.98,0.73,22280,0.73,13.69,33.8875200,-118.1056367,75.65,
GWD 22290,Girth Weld,,110607.58,0.17,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1698.37,Valve 203,1117.70,0.73,0.73,0.98,0.73,0.73,22290,13.69,31.72,33.8875189,-118.1056380,75.19,
BND 176,Bend,,110607.75,0.56,0.280,35000,SMLS,8.625,680,,,8.819,,,,,,,,AGM 38,1698.54,Valve 203,1117.53,0.17,0.56,0.98,0.73,0.73,22290,13.69,31.72,33.8875187,-118.1056383,75.12,1.5D 50.9 deg sag bend
GWD 22300,Girth Weld,,110608.31,7.58,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1699.10,Valve 203,1116.96,0.73,13.69,0.73,0.73,13.69,22300,31.72,42.20,33.8875176,-118.1056396,74.98,
BND 177,Bend,,110615.89,6.12,0.280,35000,SMLS,8.625,680,,,148.029,,,,,,,,AGM 38,1706.68,Valve 203,1109.39,7.58,6.12,0.73,0.73,13.69,22300,31.72,42.20,33.8875058,-118.1056597,75.12,20.1D 43.8 deg right turn bend
GWD 22310,Girth Weld,,110622.01,31.72,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1712.79,Valve 203,1103.27,13.69,31.72,0.73,13.69,31.72,22310,42.20,42.93,33.8875028,-118.1056793,75.20,
GWD 22320,Girth Weld,,110653.73,42.20,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1744.51,Valve 203,1071.55,31.72,42.20,13.69,31.72,42.20,22320,42.93,39.00,33.8875032,-118.1057832,76.03,
GWD 22330,Girth Weld,,110695.93,42.93,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1786.71,Valve 203,1029.35,42.20,42.93,31.72,42.20,42.93,22330,39.00,43.64,33.8875042,-118.1059215,76.52,
GWD 22340,Girth Weld,,110738.85,39.00,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1829.64,Valve 203,986.42,42.93,39.00,42.20,42.93,39.00,22340,43.64,37.00,33.8875054,-118.1060622,76.30,
GWD 22350,Girth Weld,,110777.85,21.85,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1868.64,Valve 203,947.42,39.00,43.64,42.93,39.00,43.64,22350,37.00,43.03,33.8875051,-118.1061900,76.55,
BND 178,Bend,,110799.70,21.79,0.280,35000,SMLS,8.625,680,,,38.138,,,,,,,,AGM 38,1890.49,Valve 203,925.57,21.85,21.79,42.93,39.00,43.64,22350,37.00,43.03,33.8875042,-118.1062616,76.58,46.3D 5.0 deg right turn over bend
GWD 22360,Girth Weld,,110821.49,37.00,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1912.28,Valve 203,903.78,43.64,37.00,39.00,43.64,37.00,22360,43.03,42.65,33.8875088,-118.1063328,75.98,
GWD 22370,Girth Weld,,110858.49,43.03,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1949.28,Valve 203,866.78,37.00,43.03,43.64,37.00,43.03,22370,42.65,42.93,33.8875170,-118.1064537,76.21,
GWD 22380,Girth Weld,,110901.52,42.65,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,1992.31,Valve 203,823.76,43.03,42.65,37.00,43.03,42.65,22380,42.93,42.27,33.8875262,-118.1065942,75.87,
GWD 22390,Girth Weld,,110944.16,42.93,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2034.95,Valve 203,781.11,42.65,42.93,43.03,42.65,42.93,22390,42.27,43.75,33.8875347,-118.1067336,74.95,
GWD 22400,Girth Weld,,110987.09,42.27,0.280,35000,ERW,8.625,680,,,,,,,,,,,AGM 38,2077.88,Valve 203,738.19,42.93,42.27,42.65,42.93,42.27,22400,43.75,42.16,33.8875433,-118.1068739,74.22,
GWD 22410,Girth Weld,,111029.36,43.75,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2120.15,Valve 203,695.91,42.27,43.75,42.93,42.27,43.75,22410,42.16,42.91,33.8875504,-118.1070122,73.93,
GWD 22420,Girth Weld,,111073.11,42.16,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2163.90,Valve 203,652.16,43.75,42.16,42.27,43.75,42.16,22420,42.91,3.38,33.8875564,-118.1071554,73.75,
GWD 22430,Girth Weld,,111115.27,42.91,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2206.06,Valve 203,610.01,42.16,42.91,43.75,42.16,42.91,22430,3.38,42.42,33.8875610,-118.1072935,74.05,
GWD 22440,Girth Weld,,111158.18,3.38,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2248.97,Valve 203,567.10,42.91,3.38,42.16,42.91,3.38,22440,42.42,24.06,33.8875663,-118.1074340,74.60,
GWD 22450,Girth Weld,,111161.56,42.42,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2252.35,Valve 203,563.71,3.38,42.42,42.91,3.38,42.42,22450,24.06,4.23,33.8875668,-118.1074450,74.68,
GWD 22460,Girth Weld,,111203.98,18.35,0.280,35000,SMLS,8.625,680,,,,,,,,,,,AGM 38,2294.77,Valve 203,521.30,42.42,24.06,3.38,42.42,24.06,22460,4.23,14.27,33.8875736,-118.1075838,75.92,
