ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Approx. Map Station (ft),Odometer (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments
MFLCal,354,1.91,100+60,9987.40,2132,ML Ext Cluster ,D4.23,45.14,4.23,U25.74,25.74,4496.77,0.219,13,23,2.27,1.05,165,49.37,,1265,1217,1286,1256,1786,1744,33.8021870,-118.2576648,36.60,
MFLCal,355,1.91,100+64,9991.64,2133,Weld,D6.51,49.37,6.51,U30,30.00,4492.51,0.219,,,,,,6.51,,,,,,,,33.8021937,-118.2576764,36.65,
MFLCal,355,1.91,100+68,9996.06,2134,ML Ext ,D2.09,4.43,2.09,U34.41,34.41,4488.10,0.219,12,22,0.51,0.73,166,6.51,,1315,1310,1314,1308,1825,1817,33.8022007,-118.2576883,36.69,
MFLCal,356,1.91,100+70,9998.15,2135,Weld,D1.18,6.51,1.18,U36.51,36.51,4486.00,0.25,,,,,,1.18,,,,,,,,33.8022040,-118.2576940,36.69,
MFLCal,357,1.91,100+72,9999.33,2136,Weld,U1.18,1.18,6.61,U37.69,37.69,4484.82,0.25,,,,,,6.61,,,,,,,,33.8022059,-118.2576972,36.70,
MFLCal,358,1.91,100+78,10005.94,2137,Weld,D5.17,6.61,5.17,U44.3,44.30,4478.21,0.219,,,,,,5.17,,,,,,,,33.8022164,-118.2577151,36.72,
MFLCal,358,1.91,100+79,10006.70,2138,ML Ext ,U0.77,0.77,4.41,U45.03,45.03,4477.48,0.219,12,22,0.63,0.87,162,5.17,,1313,1306,1311,1302,1821,1809,33.8022175,-118.2577171,36.72,
MFLCal,358,1.91,100+81,10008.61,2139,ML Int Manufacturing Related,D2.49,2.68,2.49,U46.97,46.97,4475.54,0.219,16,31,0.16,0.4,150,5.17,,1319,1319,1319,1318,1832,1831,33.8022206,-118.2577224,36.73,
MFLCal,358,1.91,100+83,10010.46,2140,ML Ext Cluster ,D0.65,4.52,0.65,U48.78,48.78,4473.73,0.219,29,39,1.41,4.37,130,5.17,,1243,1206,1225,1177,1701,1635,33.8022234,-118.2577273,36.74,
MFLCal,358,1.91,100+83,10010.52,2141,ML Ext ,D0.59,4.59,0.59,U48.86,48.86,4473.65,0.219,15,25,0.59,0.42,64,5.17,,1312,1305,1310,1302,1820,1808,33.8022235,-118.2577275,36.74,
MFLCal,358,1.91,100+83,10010.55,2142,ML Ext ,D0.56,4.62,0.56,U48.88,48.88,4473.63,0.219,22,32,0.7,1.01,348,5.17,,1302,1291,1298,1284,1803,1783,33.8022236,-118.2577276,36.74,
MFLCal,358,1.91,100+83,10010.62,2143,ML Ext ,D0.49,4.69,0.49,U48.95,48.95,4473.56,0.219,18,28,0.43,0.59,102,5.17,,1314,1310,1313,1308,1824,1817,33.8022237,-118.2577278,36.74,
MFLCal,359,1.91,100+83,10011.11,2144,Weld,U5.17,5.17,49.39,U49.47,49.47,4473.04,0.219,,,,,,49.39,,,,,,,,33.8022245,-118.2577292,36.74,
MFLCal,360,1.92,101+33,10060.50,2145,Weld,D49.38,49.39,49.38,U98.86,98.86,4423.65,0.219,,,,,,49.38,,,,,,,,33.8023021,-118.2578636,37.45,
MFLCal,360,1.92,101+34,10062.28,2146,ML Ext Cluster ,U1.78,1.78,47.60,U100.62,100.62,4421.89,0.219,19,29,1.72,1.6,60,49.38,,1259,1220,1277,1245,1773,1729,33.8023049,-118.2578684,37.47,
MFLCal,360,1.92,101+35,10062.95,2147,ML Ext Cluster ,U2.45,2.45,46.93,U101.29,101.29,4421.22,0.219,15,25,2.74,4.99,29,49.38,,1244,1186,1251,1189,1738,1651,33.8023059,-118.2578702,37.47,
MFLCal,360,1.92,101+55,10083.22,2148,ML Ext ,U22.72,22.72,26.66,U121.56,121.56,4400.95,0.219,18,28,0.55,0.56,94,49.38,,1311,1305,1309,1301,1818,1807,33.8023377,-118.2579254,37.75,
MFLCal,360,1.92,101+58,10085.66,2149,ML Ext ,D24.22,25.16,24.22,U124,124.00,4398.51,0.219,16,31,0.31,0.61,108,49.38,,1317,1314,1317,1313,1829,1823,33.8023416,-118.2579321,37.80,
MFLCal,360,1.92,101+58,10085.99,2150,ML Ext ,D23.89,25.49,23.89,U124.33,124.33,4398.18,0.219,12,22,0.47,0.51,286,49.38,,1316,1312,1315,1310,1827,1819,33.8023421,-118.2579329,37.81,
MFLCal,360,1.92,101+62,10090.14,2151,ML Int Manufacturing Related,D19.74,29.64,19.74,U128.47,128.47,4394.04,0.219,13,23,0.9,0.66,86,49.38,,1305,1291,1302,1285,1808,1784,33.8023486,-118.2579442,37.90,
MFLCal,360,1.93,101+66,10094.05,2152,ML Ext ,D15.83,33.55,15.83,U132.37,132.37,4390.14,0.219,12,22,0.7,0.74,262,49.38,,1311,1302,1309,1298,1819,1803,33.8023547,-118.2579548,37.98,
MFLCal,360,1.93,101+81,10108.82,2153,ML Ext Cluster ,D1.06,48.32,1.06,U147.02,147.02,4375.49,0.219,19,29,2.07,3.76,96,49.38,,1245,1197,1262,1219,1753,1693,33.8023778,-118.2579947,38.24,
MFLCal,361,1.93,101+82,10109.88,2154,Weld,U49.38,49.38,50.40,U148.24,148.24,4374.27,0.219,,,,,,50.40,,,,,,,,33.8023797,-118.2579980,38.24,
MFLCal,362,1.94,102+32,10160.28,2155,Weld,D50.28,50.40,50.28,U198.64,198.64,4323.87,0.219,,,,,,50.28,,,,,,,,33.8024594,-118.2581347,38.00,
MFLCal,362,1.94,102+34,10161.59,2156,ML Ext ,U1.31,1.31,48.97,U199.93,199.93,4322.58,0.219,11,21,0.51,0.51,226,50.28,,1316,1311,1315,1309,1826,1818,33.8024614,-118.2581382,38.00,
MFLCal,362,1.94,102+52,10180.24,2157,ML Ext ,U19.96,19.96,30.31,U218.56,218.56,4303.95,0.219,14,24,0.94,0.55,111,50.28,,1303,1287,1299,1280,1804,1778,33.8024910,-118.2581886,37.94,
MFLCal,363,1.95,102+83,10210.56,2158,Weld,D48.8,50.28,48.80,U248.92,248.92,4273.59,0.219,,,,,,48.80,,,,,,,,33.8025394,-118.2582707,37.88,
MFLCal,363,1.95,102+85,10212.79,2159,ML Ext ,U2.24,2.24,46.56,U251.13,251.13,4271.38,0.219,16,26,0.74,0.68,320,48.80,,1307,1296,1304,1290,1811,1792,33.8025429,-118.2582766,37.86,
MFLCal,363,1.95,102+93,10220.62,2160,ML Ext ,U10.06,10.06,38.74,U258.95,258.95,4263.56,0.219,11,21,0.66,0.73,96,48.80,,1313,1305,1311,1301,1821,1807,33.8025554,-118.2582978,37.81,
MFLCal,363,1.96,103+31,10258.60,2161,ML Ext ,D0.76,48.04,0.76,U296.93,296.93,4225.58,0.219,15,25,0.7,0.74,15,48.80,,1309,1299,1306,1294,1814,1798,33.8026158,-118.2584005,37.71,
MFLCal,364,1.96,103+31,10259.36,2162,Weld,U48.8,48.80,49.99,U297.72,297.72,4224.79,0.219,,,,,,49.99,,,,,,,,33.8026170,-118.2584027,37.71,
MFLCal,364,1.96,103+33,10260.76,2163,ML Ext ,U1.41,1.41,48.59,U299.1,299.10,4223.41,0.219,22,32,0.63,0.58,151,49.99,,1306,1297,1302,1291,1809,1793,33.8026192,-118.2584064,37.70,
MFLCal,364,1.97,103+80,10308.44,2164,ML Ext ,D0.91,49.09,0.91,U346.79,346.79,4175.72,0.219,38,48,0.51,0.57,170,49.99,,1300,1291,1294,1281,1797,1780,33.8026946,-118.2585358,37.28,
MFLCal,364,1.97,103+81,10308.72,2165,ML Ext ,D0.64,49.36,0.64,U347.05,347.05,4175.46,0.219,29,39,0.51,0.75,98,49.99,,1306,1299,1303,1293,1809,1796,33.8026950,-118.2585365,37.27,
MFLCal,365,1.97,103+81,10309.35,2166,Weld,D49.99,49.99,49.99,U347.71,347.71,4174.80,0.219,,,,,,49.99,,,,,,,,33.8026960,-118.2585383,37.26,
MFLCal,366,1.98,104+31,10359.34,2167,Weld,U49.99,49.99,50.36,U397.7,397.70,4124.81,0.219,,,,,,50.36,,,,,,,,33.8027748,-118.2586742,37.05,
MFLCal,366,1.98,104+43,10371.58,2168,ML Ext Cluster ,U12.24,12.24,38.12,U409.93,409.93,4112.58,0.219,15,25,1.56,2.02,12,50.36,,1279,1246,1289,1261,1790,1751,33.8027941,-118.2587074,36.94,
MFLCal,366,1.98,104+44,10372.13,2169,ML Ext ,U12.79,12.79,37.57,U410.46,410.46,4112.05,0.219,12,22,1.13,0.82,204,50.36,,1300,1280,1296,1271,1800,1766,33.8027950,-118.2587088,36.93,
MFLCal,367,1.99,104+81,10409.70,2170,Weld,D48.55,50.36,48.55,U448.06,448.06,4074.45,0.219,,,,,,48.55,,,,,,,,33.8028546,-118.2588107,36.79,
MFLCal,367,1.99,104+82,10410.05,2171,ML Ext Cluster ,U0.35,0.35,48.20,U448.39,448.39,4074.12,0.219,22,32,2.07,0.96,202,48.55,,1231,1181,1280,1253,1777,1740,33.8028551,-118.2588116,36.79,
MFLCal,367,1.99,104+82,10410.62,2172,ML Ext Cluster ,U0.92,0.92,47.64,U448.79,448.79,4073.72,0.219,14,24,2.46,1.14,226,48.55,,1256,1203,1277,1240,1773,1722,33.8028557,-118.2588127,36.79,
MFLCal,367,1.99,105+18,10446.14,2173,ML Int Manufacturing Related,D12.11,36.44,12.11,U484.5,484.50,4038.01,0.219,10,25,0.31,0.97,336,48.55,,1319,1316,1318,1315,1831,1826,33.8029124,-118.2589094,37.17,
MFLCal,367,1.99,105+18,10446.78,2174,ML Int Manufacturing Related,D11.47,37.08,11.47,U485.1,485.10,4037.41,0.219,11,21,0.9,0.96,58,48.55,,1308,1294,1305,1288,1813,1789,33.8029133,-118.2589110,37.17,
MFLCal,367,1.99,105+19,10447.22,2175,ML Int Cluster Manufacturing Related,D11.03,37.52,11.03,U485.52,485.52,4036.99,0.219,10,20,1.25,3.58,26,48.55,,1301,1278,1297,1270,1802,1763,33.8029140,-118.2589121,37.18,
MFLCal,367,1.99,105+29,10457.57,2176,ML Ext ,D0.68,47.87,0.68,U495.9,495.90,4026.61,0.219,27,37,0.74,0.85,120,48.55,,1295,1281,1289,1271,1790,1765,33.8029305,-118.2589402,37.20,
MFLCal,368,1.99,105+30,10458.25,2177,Weld,U48.55,48.55,49.31,U496.61,496.61,4025.90,0.219,,,,,,49.31,,,,,,,,33.8029317,-118.2589421,37.20,
MFLCal,368,1.99,105+30,10458.57,2178,ML Ext Cluster ,U0.31,0.31,49.00,U496.89,496.89,4025.62,0.219,16,26,0.7,1.16,182,49.31,,1308,1298,1305,1293,1813,1796,33.8029321,-118.2589429,37.20,
MFLCal,368,1.99,105+31,10458.89,2179,ML Ext ,U0.64,0.64,48.68,U497.23,497.23,4025.28,0.219,11,21,0.47,0.61,32,49.31,,1316,1312,1316,1310,1827,1820,33.8029326,-118.2589438,37.20,
MFLCal,368,2.00,105+35,10462.94,2180,ML Ext ,U4.69,4.69,44.63,U501.27,501.27,4021.24,0.219,21,31,0.78,0.55,150,49.31,,1300,1287,1295,1278,1799,1776,33.8029391,-118.2589547,37.19,
MFLCal,368,2.00,105+36,10464.18,2181,Manufacturing Indication,U5.93,5.93,43.39,U502.54,502.54,4019.97,0.219,,,5.43,0.83,232,49.31,,,,,,,,33.8029411,-118.2589582,37.19,
MFLCal,368,2.00,105+60,10488.89,2182,ML Int Manufacturing Related,D18.68,30.63,18.68,U527.24,527.24,3995.27,0.219,12,27,0.31,0.58,44,49.31,,1318,1315,1318,1314,1830,1825,33.8029804,-118.2590250,37.07,
MFLCal,369,2.00,105+79,10507.57,2183,Weld,U49.31,49.31,49.79,U545.93,545.93,3976.58,0.219,,,,,,49.79,,,,,,,,33.8030101,-118.2590756,36.84,
MFLCal,369,2.01,105+93,10521.89,2184,ML Int Manufacturing Related,U14.32,14.32,35.47,U560.24,560.24,3962.27,0.219,15,30,0.31,0.8,252,49.79,,1318,1314,1317,1313,1829,1824,33.8030328,-118.2591143,36.71,
MFLCal,369,2.01,106+23,10551.83,2185,ML Ext ,D5.54,44.26,5.54,U590.16,590.16,3932.35,0.219,15,25,0.55,0.83,92,49.79,,1313,1307,1311,1304,1821,1811,33.8030798,-118.2591957,36.91,
MFLCal,369,2.01,106+28,10556.59,2186,ML Ext ,D0.78,49.02,0.78,U594.93,594.93,3927.58,0.219,20,30,0.51,1.16,140,49.79,,1311,1306,1309,1302,1819,1808,33.8030872,-118.2592088,36.96,
MFLCal,370,2.01,106+29,10557.36,2187,Weld,D47.47,49.79,47.47,U595.72,595.72,3926.79,0.219,,,,,,47.47,,,,,,,,33.8030885,-118.2592109,36.97,
MFLCal,371,2.02,106+76,10604.83,2188,Weld,U47.47,47.47,50.09,U643.19,643.19,3879.32,0.219,,,,,,50.09,,,,,,,,33.8031624,-118.2593406,37.37,
MFLCal,371,2.02,106+77,10605.10,2189,MCP,U0.27,0.27,49.82,U643.46,643.46,3879.05,0.219,,,1.17,1.34,350,50.09,,,,,,,,33.8031629,-118.2593413,37.37,Touching Metal Object
MFLCal,371,2.02,106+80,10608.94,2190,ML Ext Cluster ,U4.11,4.11,45.98,U647.2,647.20,3875.31,0.219,20,30,1.56,4.89,323,50.09,,1263,1227,1272,1236,1766,1717,33.8031687,-118.2593515,37.39,
MFLCal,371,2.02,106+81,10609.39,2191,ML Ext Cluster ,U4.56,4.56,45.53,U647.73,647.73,3874.78,0.219,44,54,2.42,1.14,260,50.09,,1079,1003,1190,1147,1652,1593,33.8031695,-118.2593530,37.39,
MFLCal,371,2.03,107+11,10639.89,2192,ML Ext ,D15.03,35.07,15.03,U678.23,678.23,3844.28,0.219,14,24,0.47,0.96,80,50.09,,1315,1311,1314,1309,1825,1817,33.8032172,-118.2594362,37.57,
MFLCal,372,2.03,107+26,10654.92,2193,Weld,D49.3,50.09,49.30,U693.28,693.28,3829.23,0.219,,,,,,49.30,,,,,,,,33.8032407,-118.2594773,37.65,
MFLCal,373,2.04,107+76,10704.22,2194,Weld,U49.3,49.30,49.36,U742.58,742.58,3779.93,0.219,,,,,,49.36,,,,,,,,33.8033185,-118.2596111,37.37,
MFLCal,373,2.04,107+76,10704.24,2195,Weld Indication,U0.02,0.02,49.34,U742.6,742.60,3779.91,0.219,,,0.43,2.89,138,49.36,,,,,,,,33.8033186,-118.2596112,37.37,
MFLCal,373,2.04,107+77,10705.91,2196,ML Ext ,U1.69,1.69,47.67,U744.24,744.24,3778.27,0.219,13,23,0.47,0.79,226,49.36,,1316,1311,1315,1309,1826,1818,33.8033211,-118.2596157,37.37,
MFLCal,373,2.04,107+77,10706.18,2197,ML Ext ,U1.96,1.96,47.40,U744.53,744.53,3777.98,0.219,26,36,0.55,0.7,232,49.36,,1306,1299,1303,1293,1810,1795,33.8033216,-118.2596164,37.37,
MFLCal,373,2.04,107+87,10715.79,2198,ML Ext ,U11.57,11.57,37.79,U754.12,754.12,3768.39,0.219,15,25,0.63,0.65,212,49.36,,1311,1303,1309,1299,1818,1804,33.8033367,-118.2596425,37.36,
MFLCal,373,2.05,108+24,10752.97,2199,ML Ext Cluster ,D0.61,48.75,0.61,U791.24,791.24,3731.27,0.219,41,56,1.76,1.46,147,49.36,,1160,1069,1240,1191,1722,1654,33.8033953,-118.2597433,37.39,
MFLCal,374,2.05,108+25,10753.58,2200,Weld,U49.36,49.36,49.78,U791.94,791.94,3730.57,0.219,,,,,,49.78,,,,,,,,33.8033964,-118.2597452,37.39,
MFLCal,374,2.05,108+27,10755.77,2201,ML Ext ,U2.19,2.19,47.59,U794.11,794.11,3728.40,0.219,19,29,0.47,0.58,220,49.78,,1313,1308,1311,1305,1822,1813,33.8033998,-118.2597511,37.40,
MFLCal,375,2.06,108+75,10803.36,2202,Weld,D49.36,49.78,49.36,U841.72,841.72,3680.79,0.219,,,,,,49.36,,,,,,,,33.8034750,-118.2598804,37.44,
MFLCal,376,2.07,109+24,10852.73,2203,Weld,U49.36,49.36,49.94,U891.09,891.09,3631.42,0.219,,,,,,49.94,,,,,,,,33.8035532,-118.2600142,37.12,
MFLCal,376,2.08,109+73,10902.06,2204,ML Ext ,D0.62,49.33,0.62,U940.4,940.40,3582.11,0.219,31,41,0.47,0.73,230,49.94,,1307,1301,1304,1295,1811,1798,33.8036315,-118.2601477,37.27,
MFLCal,376,2.08,109+73,10902.38,2205,ML Ext Cluster ,D0.29,49.65,0.29,U940.59,940.59,3581.92,0.219,21,31,1.99,1.83,162,49.94,,1239,1192,1283,1256,1782,1744,33.8036318,-118.2601482,37.27,
MFLCal,377,2.08,109+74,10902.67,2206,Weld,D48.35,49.94,48.35,U941.03,941.03,3581.48,0.219,,,,,,48.35,,,,,,,,33.8036325,-118.2601494,37.27,
MFLCal,377,2.08,109+74,10902.90,2207,ML Ext Cluster ,U0.23,0.23,48.13,U941.09,941.09,3581.42,0.219,31,46,3.79,4.45,168,48.35,,1107,981,1173,1064,1629,1477,33.8036326,-118.2601496,37.27,
MFLCal,377,2.08,109+74,10903.28,2208,ML Ext Cluster ,U0.61,0.61,47.74,U941.51,941.51,3581.00,0.219,31,41,1.92,1.14,211,48.35,,1197,1144,1241,1200,1724,1666,33.8036332,-118.2601507,37.27,
MFLCal,377,2.08,109+75,10903.70,2209,ML Ext Cluster ,U1.03,1.03,47.32,U941.98,941.98,3580.53,0.219,43,58,1.13,1.1,156,48.35,,1224,1165,1235,1195,1715,1660,33.8036340,-118.2601520,37.27,
MFLCal,378,2.09,110+22,10951.02,2210,Weld,U48.35,48.35,50.54,U989.38,989.38,3533.13,0.219,,,,,,50.54,,,,,,,,33.8037094,-118.2602802,37.34,
MFLCal,378,2.09,110+23,10952.21,2211,ML Ext ,U1.19,1.19,49.35,U990.53,990.53,3531.98,0.219,12,22,0.66,0.92,270,50.54,,1312,1304,1310,1300,1820,1806,33.8037112,-118.2602833,37.33,
MFLCal,378,2.09,110+23,10952.34,2212,ML Ext Cluster ,U1.32,1.32,49.22,U990.56,990.56,3531.95,0.219,13,23,1.99,1.34,310,50.54,,1272,1230,1285,1254,1784,1742,33.8037112,-118.2602834,37.33,
MFLCal,378,2.09,110+23,10952.46,2213,ML Ext Cluster ,U1.44,1.44,49.10,U990.8,990.80,3531.71,0.219,13,23,2.19,1.14,266,50.54,,1267,1221,1279,1237,1776,1718,33.8037116,-118.2602841,37.33,
MFLCal,378,2.09,110+24,10952.61,2214,ML Ext ,U1.59,1.59,48.95,U990.94,990.94,3531.57,0.219,18,28,0.66,0.73,13,50.54,,1307,1298,1305,1293,1812,1796,33.8037118,-118.2602844,37.33,
MFLCal,378,2.09,110+24,10952.76,2215,ML Ext ,U1.74,1.74,48.80,U991.1,991.10,3531.41,0.219,12,22,0.59,0.88,60,50.54,,1314,1307,1312,1304,1823,1812,33.8037121,-118.2602849,37.33,
MFLCal,378,2.09,110+24,10953.39,2216,ML Ext ,U2.37,2.37,48.17,U991.73,991.73,3530.78,0.219,11,21,0.55,0.88,78,50.54,,1315,1309,1314,1307,1825,1815,33.8037131,-118.2602866,37.33,
MFLCal,378,2.09,110+26,10955.11,2217,Sleeve Start,U4.09,4.09,46.45,U993.48,993.48,3529.03,0.219,,,,,,50.54,,,,,,,,33.8037158,-118.2602913,37.32,
MFLCal,378,2.09,110+28,10957.04,2218,Dent,U6.02,6.02,44.52,U995.4,995.40,3527.11,0.219,2.30,,13.52,3.76,294,50.54,,,,,,,,33.8037189,-118.2602965,37.31,Repaired with Sleeve
MFLCal,378,2.09,110+31,10960.14,2219,Sleeve End,U9.12,9.12,41.42,U998.5,998.50,3524.01,0.219,,,,,,50.54,,,,,,,,33.8037238,-118.2603050,37.30,
MFLCal,379,2.10,110+72,11001.56,2220,Weld,D48.67,50.54,48.67,U1039.92,1039.92,3482.59,0.219,,,,,,48.67,,,,,,,,33.8037886,-118.2604178,36.99,
MFLCal,380,2.11,111+21,11050.23,2221,Weld,D47.8,48.67,47.80,U1088.59,1088.59,3433.92,0.219,,,,,,47.80,,,,,,,,33.8038646,-118.2605507,36.81,
MFLCal,380,2.11,111+22,11051.27,2222,ML Ext ,U1.05,1.05,46.75,U1089.61,1089.61,3432.90,0.219,11,21,0.66,0.62,122,47.80,,1313,1305,1311,1301,1821,1807,33.8038662,-118.2605535,36.82,
MFLCal,380,2.11,111+22,11051.29,2223,ML Ext ,U1.07,1.07,46.73,U1089.63,1089.63,3432.88,0.219,13,23,0.47,0.77,294,47.80,,1316,1311,1315,1309,1826,1818,33.8038662,-118.2605535,36.82,
MFLCal,380,2.11,111+22,11051.33,2224,ML Ext Cluster ,U1.1,1.10,46.70,U1089.65,1089.65,3432.86,0.219,12,22,0.7,1.98,172,47.80,,1311,1302,1309,1298,1819,1803,33.8038663,-118.2605536,36.82,
MFLCal,380,2.12,111+68,11096.90,2225,ML Ext ,D1.13,46.67,1.13,U1135.23,1135.23,3387.28,0.219,15,30,0.39,0.59,230,47.80,,1316,1311,1316,1309,1827,1818,33.8039380,-118.2606775,36.80,
MFLCal,381,2.12,111+69,11098.03,2226,Weld,U47.8,47.80,50.00,U1136.39,1136.39,3386.12,0.219,,,,,,50.00,,,,,,,,33.8039399,-118.2606807,36.81,
MFLCal,381,2.12,111+70,11098.88,2227,ML Ext ,U0.85,0.85,49.14,U1137.21,1137.21,3385.30,0.219,11,21,0.59,1.01,160,50.00,,1314,1308,1313,1305,1824,1813,33.8039412,-118.2606829,36.82,
MFLCal,381,2.12,111+71,11099.91,2228,ML Ext ,U1.89,1.89,48.11,U1138.25,1138.25,3384.26,0.219,10,20,0.43,0.98,77,50.00,,1317,1314,1317,1312,1829,1823,33.8039428,-118.2606857,36.82,
MFLCal,381,2.12,112+18,11147.50,2229,ML Ext Cluster ,D0.52,49.47,0.52,U1185.81,1185.81,3336.70,0.219,19,29,0.66,1.42,180,50.00,,1307,1297,1304,1292,1811,1794,33.8040179,-118.2608148,36.93,
MFLCal,382,2.12,112+19,11148.02,2230,Weld,D49.76,50.00,49.76,U1186.39,1186.39,3336.12,0.219,,,,,,49.76,,,,,,,,33.8040188,-118.2608164,36.94,
MFLCal,382,2.12,112+19,11148.59,2231,ML Ext ,U0.56,0.56,49.19,U1186.91,1186.91,3335.60,0.219,14,24,0.55,0.78,220,49.76,,1313,1307,1312,1305,1822,1812,33.8040197,-118.2608178,36.94,
MFLCal,382,2.13,112+27,11156.09,2232,ML Int Manufacturing Related,U8.07,8.07,41.69,U1194.42,1194.42,3328.09,0.219,15,25,0.66,0.55,92,49.76,,1310,1301,1308,1297,1816,1801,33.8040315,-118.2608382,36.93,
MFLCal,382,2.13,112+66,11195.82,2233,ML Ext ,D1.96,47.79,1.96,U1234.16,1234.16,3288.35,0.219,11,21,0.51,0.82,194,49.76,,1316,1311,1315,1309,1826,1818,33.8040939,-118.2609463,36.45,
MFLCal,382,2.13,112+67,11196.86,2234,ML Ext ,D0.92,48.84,0.92,U1235.19,1235.19,3287.32,0.219,12,22,0.51,0.83,192,49.76,,1315,1310,1314,1308,1825,1817,33.8040955,-118.2609492,36.44,
MFLCal,382,2.13,112+68,11197.14,2235,ML Ext ,D0.64,49.12,0.64,U1235.48,1235.48,3287.03,0.219,11,21,0.47,0.7,262,49.76,,1316,1312,1316,1310,1827,1820,33.8040960,-118.2609500,36.44,
MFLCal,383,2.13,112+68,11197.78,2236,Weld,D48.06,49.76,48.06,U1236.14,1236.14,3286.37,0.219,,,,,,48.06,,,,,,,,33.8040970,-118.2609518,36.44,
MFLCal,383,2.13,112+69,11198.35,2237,ML Ext Cluster ,U0.57,0.57,47.49,U1236.69,1236.69,3285.82,0.219,21,31,0.74,1.83,198,48.06,,1301,1290,1297,1282,1802,1780,33.8040979,-118.2609532,36.44,
MFLCal,383,2.13,112+69,11198.41,2238,ML Ext ,U0.63,0.63,47.43,U1236.74,1236.74,3285.77,0.219,17,27,0.55,0.76,134,48.06,,1312,1305,1310,1302,1819,1808,33.8040979,-118.2609534,36.44,
MFLCal,383,2.13,112+69,11198.42,2239,ML Ext ,U0.64,0.64,47.42,U1236.76,1236.76,3285.75,0.219,12,22,0.7,0.67,168,48.06,,1311,1302,1309,1298,1819,1803,33.8040980,-118.2609534,36.43,
MFLCal,383,2.13,112+69,11198.59,2240,ML Ext Cluster ,U0.81,0.81,47.26,U1236.91,1236.91,3285.60,0.219,14,24,1.17,4.72,148,48.06,,1295,1273,1291,1264,1794,1756,33.8040982,-118.2609539,36.43,
MFLCal,383,2.13,112+69,11198.71,2241,ML Int Manufacturing Related,U0.93,0.93,47.14,U1237.03,1237.03,3285.48,0.219,10,20,0.78,0.82,2,48.06,,1311,1301,1310,1297,1819,1801,33.8040984,-118.2609542,36.43,
MFLCal,383,2.14,112+77,11206.55,2242,ML Int Manufacturing Related,U8.77,8.77,39.29,U1244.9,1244.90,3277.61,0.219,11,26,0.27,0.51,71,48.06,,1319,1316,1319,1316,1831,1827,33.8041107,-118.2609756,36.40,
MFLCal,383,2.14,112+78,11207.20,2243,ML Int Manufacturing Related,U9.42,9.42,38.64,U1245.56,1245.56,3276.95,0.219,11,26,0.23,0.51,17,48.06,,1319,1317,1319,1317,1832,1829,33.8041118,-118.2609774,36.40,
MFLCal,383,2.14,112+85,11214.85,2244,Manufacturing Indication,U17.07,17.07,31.00,U1253.21,1253.21,3269.30,0.219,,,1.68,0.59,217,48.06,,,,,,,,33.8041238,-118.2609982,36.36,
MFLCal,383,2.14,112+99,11228.07,2245,ML Ext Cluster ,D17.77,30.29,17.77,U1266.38,1266.38,3256.13,0.219,18,28,1.02,1.12,254,48.06,,1293,1275,1295,1274,1799,1769,33.8041442,-118.2610343,36.32,
MFLCal,383,2.14,113+15,11244.84,2246,ML Ext Cluster ,D1.01,47.06,1.01,U1283.08,1283.08,3239.43,0.219,24,34,2.15,5.04,190,48.06,,1218,1165,1236,1176,1717,1633,33.8041701,-118.2610800,36.25,
MFLCal,383,2.14,113+16,11245.37,2247,ML Ext Cluster ,D0.48,47.59,0.48,U1283.6,1283.60,3238.91,0.219,15,25,2.46,2.98,158,48.06,,1251,1198,1256,1195,1745,1660,33.8041709,-118.2610815,36.24,
MFLCal,384,2.14,113+16,11245.84,2248,Weld,D46.81,48.06,46.81,U1284.21,1284.21,3238.30,0.219,,,,,,46.81,,,,,,,,33.8041718,-118.2610831,36.23,
MFLCal,384,2.14,113+18,11247.37,2249,ML Ext Cluster ,U1.53,1.53,45.28,U1285.63,1285.63,3236.88,0.219,24,34,1.41,1.78,304,46.81,,1259,1225,1260,1223,1751,1699,33.8041740,-118.2610870,36.21,
MFLCal,384,2.14,113+18,11247.68,2250,ML Ext ,U1.84,1.84,44.97,U1286.02,1286.02,3236.49,0.219,26,36,0.43,0.55,100,46.81,,1311,1306,1309,1303,1818,1809,33.8041746,-118.2610881,36.21,
MFLCal,384,2.14,113+18,11247.92,2251,ML Ext Cluster ,U2.08,2.08,44.73,U1286.25,1286.25,3236.26,0.219,21,31,2.62,1.69,83,46.81,,1214,1154,1273,1240,1768,1722,33.8041750,-118.2610888,36.21,
